time,workload,stores
2025-11-04 18:20:30,6,2
2025-11-04 18:21:00,5,2
2025-11-04 18:21:30,5,2
2025-11-04 18:22:00,6,2
2025-11-04 18:22:30,7,2
2025-11-04 18:23:00,8,2
2025-11-04 18:23:30,7,2
2025-11-04 18:24:00,6,2
2025-11-04 18:24:30,6,2
2025-11-04 18:25:00,6,2
2025-11-04 18:25:30,6,2
2025-11-04 18:26:00,6,2
2025-11-04 18:26:30,6,2
2025-11-04 18:27:00,8,2
2025-11-04 18:27:30,8,2
2025-11-04 18:28:00,8,2
2025-11-04 18:28:30,7,2
2025-11-04 18:29:00,7,2
2025-11-04 18:29:30,7,2
2025-11-04 18:30:00,6,2
2025-11-04 18:30:30,5,2
2025-11-04 18:31:00,5,2
2025-11-04 18:31:30,5,2
2025-11-04 18:32:00,5,2
2025-11-04 18:32:30,4,2
2025-11-04 18:33:00,3,2
2025-11-04 18:33:30,3,2
2025-11-04 18:34:00,3,2
2025-11-04 18:34:30,3,2
2025-11-04 18:35:00,3,1
2025-11-04 18:35:30,3,1
2025-11-04 18:36:00,3,1
2025-11-04 18:36:30,4,1
2025-11-04 18:37:00,4,1
2025-11-04 18:37:30,4,1
2025-11-04 18:38:00,4,1
2025-11-04 18:38:30,4,1
2025-11-04 18:39:00,4,1
2025-11-04 18:39:30,3,1
2025-11-04 18:40:00,4,2
2025-11-04 18:40:30,4,2
2025-11-04 18:41:00,4,2
2025-11-04 18:41:30,4,2
2025-11-04 18:42:00,4,2
2025-11-04 18:42:30,3,2
2025-11-04 18:43:00,2,2
2025-11-04 18:43:30,2,2
2025-11-04 18:44:00,2,1
2025-11-04 18:44:30,2,1
2025-11-04 18:45:00,2,1
2025-11-04 18:45:30,2,1
2025-11-04 18:46:00,2,1
2025-11-04 18:46:30,2,1
2025-11-04 18:47:00,2,1
2025-11-04 18:47:30,2,1
2025-11-04 18:48:00,3,1
2025-11-04 18:48:30,3,1
2025-11-04 18:49:00,3,1
2025-11-04 18:49:30,3,1
2025-11-04 18:50:00,3,1
2025-11-04 18:50:30,3,1
2025-11-04 18:51:00,2,1
2025-11-04 18:51:30,0,1
2025-11-04 18:52:00,0,1
2025-11-04 18:52:30,0,1
2025-11-04 18:53:00,0,1
2025-11-04 18:53:30,0,1
2025-11-04 18:54:00,0,1
2025-11-04 18:54:30,0,1
2025-11-04 18:55:00,0,1
2025-11-04 18:55:30,0,1
2025-11-04 18:56:00,0,1
2025-11-04 18:56:30,0,1
2025-11-04 18:57:00,0,1
2025-11-04 18:57:30,0,1
2025-11-04 18:58:00,0,1
2025-11-04 18:58:30,0,1
2025-11-04 18:59:00,0,1
2025-11-04 18:59:30,0,1
2025-11-04 19:00:00,0,1
2025-11-04 19:00:30,0,1
2025-11-04 19:01:00,0,1
2025-11-04 19:01:30,0,1
2025-11-04 19:02:00,0,1
2025-11-04 19:02:30,0,1
2025-11-04 19:03:00,0,1
2025-11-04 19:03:30,0,1
2025-11-04 19:04:00,0,1
2025-11-04 19:04:30,0,1
2025-11-04 19:05:00,0,1
2025-11-04 19:05:30,0,1
2025-11-04 19:06:00,0,1
2025-11-04 19:06:30,0,1
2025-11-04 19:07:00,0,1
2025-11-04 19:07:30,0,1
2025-11-04 19:08:00,0,1
2025-11-04 19:08:30,0,1
