time,workload,stores
2025-11-03 22:46:00,0,1
2025-11-03 22:46:30,0,1
2025-11-03 22:47:00,0,1
2025-11-03 22:47:30,1,1
2025-11-03 22:48:00,1,1
2025-11-03 22:48:30,1,1
2025-11-03 22:49:00,1,1
2025-11-03 22:49:30,3,1
2025-11-03 22:50:00,3,1
2025-11-03 22:50:30,3,1
2025-11-03 22:51:00,3,1
2025-11-03 22:51:30,5,1
2025-11-03 22:52:00,6,1
2025-11-03 22:52:30,6,1
2025-11-03 22:53:00,7,1
2025-11-03 22:53:30,7,1
2025-11-03 22:54:00,8,1
2025-11-03 22:54:30,7,1
2025-11-03 22:55:00,8,1
2025-11-03 22:55:30,8,2
2025-11-03 22:56:00,8,2
2025-11-03 22:56:30,9,1
2025-11-03 22:57:00,9,3
2025-11-03 22:57:30,9,3
2025-11-03 22:58:00,9,1
2025-11-03 22:58:30,9,3
2025-11-03 22:59:00,8,5
2025-11-03 22:59:30,8,1
2025-11-03 23:00:00,8,2
2025-11-03 23:00:30,8,4
2025-11-03 23:01:00,8,6
2025-11-03 23:01:30,8,3
2025-11-03 23:02:00,7,1
2025-11-03 23:02:30,7,3
2025-11-03 23:03:00,8,6
2025-11-03 23:03:30,9,6
2025-11-03 23:04:00,9,1
2025-11-03 23:04:30,8,1
2025-11-03 23:05:00,8,4
2025-11-03 23:05:30,8,4
2025-11-03 23:06:00,9,1
2025-11-03 23:06:30,9,3
2025-11-03 23:07:00,8,4
2025-11-03 23:07:30,8,5
2025-11-03 23:08:00,8,5
2025-11-03 23:08:30,8,2
2025-11-03 23:09:00,9,4
2025-11-03 23:09:30,9,5
2025-11-03 23:10:00,9,5
2025-11-03 23:10:30,9,1
2025-11-03 23:11:00,10,4
2025-11-03 23:11:30,9,6
2025-11-03 23:12:00,9,6
2025-11-03 23:12:30,10,1
2025-11-03 23:13:00,10,3
2025-11-03 23:13:30,10,6
2025-11-03 23:14:00,8,4
2025-11-03 23:14:30,7,1
2025-11-03 23:15:00,8,2
2025-11-03 23:15:30,7,5
2025-11-03 23:16:00,7,6
2025-11-03 23:16:30,7,5
2025-11-03 23:17:00,6,1
2025-11-03 23:17:30,5,3
2025-11-03 23:18:00,5,5
2025-11-03 23:18:30,5,1
2025-11-03 23:19:00,5,1
2025-11-03 23:19:30,5,2
2025-11-03 23:20:00,5,5
2025-11-03 23:20:30,4,5
2025-11-03 23:21:00,4,1
2025-11-03 23:21:30,4,1
2025-11-03 23:22:00,4,1
2025-11-03 23:22:30,3,1
2025-11-03 23:23:00,3,1
2025-11-03 23:23:30,3,1
2025-11-03 23:24:00,4,1
2025-11-03 23:24:30,4,1
2025-11-03 23:25:00,4,1
2025-11-03 23:25:30,3,1
2025-11-03 23:26:00,4,1
2025-11-03 23:26:30,3,1
2025-11-03 23:27:00,3,1
2025-11-03 23:27:30,3,1
2025-11-03 23:28:00,4,1
2025-11-03 23:28:30,4,1
2025-11-03 23:29:00,4,1
2025-11-03 23:29:30,4,1
2025-11-03 23:30:00,4,1
2025-11-03 23:30:30,4,1
2025-11-03 23:31:00,4,1
2025-11-03 23:31:30,4,1
2025-11-03 23:32:00,5,1
2025-11-03 23:32:30,5,1
2025-11-03 23:33:00,5,1
2025-11-03 23:33:30,5,1
2025-11-03 23:34:00,5,1
2025-11-03 23:34:30,5,1
2025-11-03 23:35:00,3,1
2025-11-03 23:35:30,0,1
2025-11-03 23:36:00,0,1
2025-11-03 23:36:30,0,1
2025-11-03 23:37:00,0,1
2025-11-03 23:37:30,0,1
2025-11-03 23:38:00,0,1
2025-11-03 23:38:30,0,1
2025-11-03 23:39:00,0,1
2025-11-03 23:39:30,0,1
2025-11-03 23:40:00,0,1
2025-11-03 23:40:30,0,1
2025-11-03 23:41:00,0,1
2025-11-03 23:41:30,0,1
2025-11-03 23:42:00,0,1
2025-11-03 23:42:30,0,1
2025-11-03 23:43:00,0,1
2025-11-03 23:43:30,0,1
2025-11-03 23:44:00,0,1
2025-11-03 23:44:30,0,1
2025-11-03 23:45:00,0,1
2025-11-03 23:45:30,0,1
2025-11-03 23:46:00,0,1
2025-11-03 23:46:30,0,1
2025-11-03 23:47:00,0,1
2025-11-03 23:47:30,0,1
2025-11-03 23:48:00,0,1
2025-11-03 23:48:30,0,1
2025-11-03 23:49:00,0,1
2025-11-03 23:49:30,0,1
2025-11-03 23:50:00,0,1
2025-11-03 23:50:30,0,1
2025-11-03 23:51:00,0,1
2025-11-03 23:51:30,0,1
2025-11-03 23:52:00,0,1
2025-11-03 23:52:30,0,1
2025-11-03 23:53:00,0,1
2025-11-03 23:53:30,0,1
2025-11-03 23:54:00,0,1
2025-11-03 23:54:30,0,1
2025-11-03 23:55:00,0,1
2025-11-03 23:55:30,0,1
2025-11-03 23:56:00,0,1
2025-11-03 23:56:30,0,1
2025-11-03 23:57:00,0,1
2025-11-03 23:57:30,0,1
2025-11-03 23:58:00,0,1
2025-11-03 23:58:30,0,1
2025-11-03 23:59:00,0,1
2025-11-03 23:59:30,0,1
2025-11-04 00:00:00,0,1
2025-11-04 00:00:30,0,1
2025-11-04 00:01:00,0,1
2025-11-04 00:01:30,0,1
2025-11-04 00:02:00,0,1
2025-11-04 00:02:30,0,1
2025-11-04 00:03:00,0,1
2025-11-04 00:03:30,0,1
2025-11-04 00:04:00,0,1
2025-11-04 00:04:30,0,1
2025-11-04 00:05:00,0,1
2025-11-04 00:05:30,0,1
2025-11-04 00:06:00,0,1
2025-11-04 00:06:30,0,1
2025-11-04 00:07:00,0,1
2025-11-04 00:07:30,0,1
2025-11-04 00:08:00,0,1
2025-11-04 00:08:30,0,1
2025-11-04 00:09:00,0,1
2025-11-04 00:09:30,0,1
2025-11-04 00:10:00,0,1
